State,Year,Age,Total
Sabah,2002,50 to 54,63700
Sabah,2002,55 to 59,30400
Sabah,2002,60 to 64,20600
Sabah,2003,15 to 19,111600
Sabah,2003,20 to 24,195100
Sabah,2003,25 to 29,177300
Sabah,2003,30 to 34,158900
Sabah,2003,35 to 39,150300
Sabah,2003,40 to 44,124100
Sabah,2003,45 to 49,95400
Sabah,2003,50 to 54,67000
Sabah,2003,55 to 59,35000
Sabah,2003,60 to 64,19800
Sabah,2004,15 to 19,109700
Sabah,2004,20 to 24,202500
Sabah,2004,25 to 29,177200
Sabah,2004,30 to 34,156700
Sabah,2004,35 to 39,151100
Sabah,2004,40 to 44,128800
Sabah,2004,45 to 49,100600
Sabah,2004,50 to 54,70000
Sabah,2004,55 to 59,38500
Sabah,2004,60 to 64,21700
Sabah,2005,15 to 19,108000
Sabah,2005,20 to 24,202600
Sabah,2005,25 to 29,189200
Sabah,2005,30 to 34,163000
Sabah,2005,35 to 39,151300
Sabah,2005,40 to 44,130800
Sabah,2005,45 to 49,102200
Sabah,2005,50 to 54,74300
Sabah,2005,55 to 59,37600
Sabah,2005,60 to 64,22800
Sabah,2006,15 to 19,105300
Sabah,2006,20 to 24,217600
Sabah,2006,25 to 29,198500
Sabah,2006,30 to 34,169800
Sabah,2006,35 to 39,152300
Sabah,2006,40 to 44,134900
Sabah,2006,45 to 49,106500
Sabah,2006,50 to 54,79600
Sabah,2006,55 to 59,43100
Sabah,2006,60 to 64,22800
Sabah,2007,15 to 19,107800
Sabah,2007,20 to 24,210200
Sabah,2007,25 to 29,203800
Sabah,2007,30 to 34,174200
Sabah,2007,35 to 39,159500
Sabah,2007,40 to 44,145300
Sabah,2007,45 to 49,112100
Sabah,2007,50 to 54,86100
Sabah,2007,55 to 59,45400
Sabah,2007,60 to 64,23200
Sabah,2008,15 to 19,114000
Sabah,2008,20 to 24,217900
Sabah,2008,25 to 29,212300
Sabah,2008,30 to 34,174600
Sabah,2008,35 to 39,156800
Sabah,2008,40 to 44,144700
Sabah,2008,45 to 49,115300
Sabah,2008,50 to 54,84700
Sabah,2008,55 to 59,48100
Sabah,2008,60 to 64,25700
Sabah,2009,15 to 19,107100
Sabah,2009,20 to 24,217300
Sabah,2009,25 to 29,224200
Sabah,2009,30 to 34,184700
Sabah,2009,35 to 39,160900
Sabah,2009,40 to 44,151600
Sabah,2009,45 to 49,126900
Sabah,2009,50 to 54,93400
Sabah,2009,55 to 59,54300
Sabah,2009,60 to 64,24800
Sabah,2010,15 to 19,141600
Sabah,2010,20 to 24,265000
Sabah,2010,25 to 29,303300
Sabah,2010,30 to 34,197900
Sabah,2010,35 to 39,167900
Sabah,2010,40 to 44,137700
Sabah,2010,45 to 49,116600
Sabah,2010,50 to 54,85000
Sabah,2010,55 to 59,44000
Sabah,2010,60 to 64,21600
Sabah,2011,15 to 19,151200
Sabah,2011,20 to 24,278400
Sabah,2011,25 to 29,306000
Sabah,2011,30 to 34,215100
Sabah,2011,35 to 39,176700
Sabah,2011,40 to 44,149500
Sabah,2011,45 to 49,121200
Sabah,2011,50 to 54,91900
Sabah,2011,55 to 59,49800
Sabah,2011,60 to 64,22500
Sabah,2012,15 to 19,154500
Sabah,2012,20 to 24,282100
Sabah,2012,25 to 29,319800
Sabah,2012,30 to 34,225700
Sabah,2012,35 to 39,182600
Sabah,2012,40 to 44,154500
Sabah,2012,45 to 49,127100
Sabah,2012,50 to 54,96800
Sabah,2012,55 to 59,57000
Sabah,2012,60 to 64,27800
Sabah,2013,15 to 19,163100
Sabah,2013,20 to 24,319200
Sabah,2013,25 to 29,347900
Sabah,2013,30 to 34,265900
Sabah,2013,35 to 39,201100
Sabah,2013,40 to 44,166700
Sabah,2013,45 to 49,135800
Sabah,2013,50 to 54,104600
Sabah,2013,55 to 59,64000
Sabah,2013,60 to 64,33500
Sabah,2014,15 to 19,160100
Sabah,2014,20 to 24,319500
Sabah,2014,25 to 29,352000
Sabah,2014,30 to 34,282300
Sabah,2014,35 to 39,206700
Sabah,2014,40 to 44,167800
Sabah,2014,45 to 49,136600
Sabah,2014,50 to 54,107600
Sabah,2014,55 to 59,68200
Sabah,2014,60 to 64,30700
Sabah,2015,15 to 19,150100
Sabah,2015,20 to 24,325900
Sabah,2015,25 to 29,356600
Sabah,2015,30 to 34,292200
Sabah,2015,35 to 39,212400
Sabah,2015,40 to 44,172800
Sabah,2015,45 to 49,134700
Sabah,2015,50 to 54,111300
Sabah,2015,55 to 59,72900
Sabah,2015,60 to 64,34400
Sabah,2016,15 to 19,149000
Sabah,2016,20 to 24,348400
Sabah,2016,25 to 29,398600
Sabah,2016,30 to 34,285000
Sabah,2016,35 to 39,213900
Sabah,2016,40 to 44,170600
Sabah,2016,45 to 49,140400
Sabah,2016,50 to 54,112100
Sabah,2016,55 to 59,75000
Sabah,2016,60 to 64,34000
Sabah,2017,15 to 19,139700
Sabah,2017,20 to 24,364700
Sabah,2017,25 to 29,381300
Sabah,2017,30 to 34,284800
Sabah,2017,35 to 39,216900
Sabah,2017,40 to 44,170600
Sabah,2017,45 to 49,136500
Sabah,2017,50 to 54,109900
Sabah,2017,55 to 59,69200
Sabah,2017,60 to 64,30200
Sabah,2018,15 to 19,143800
Sabah,2018,20 to 24,367000
Sabah,2018,25 to 29,389200
Sabah,2018,30 to 34,291400
Sabah,2018,35 to 39,227900
Sabah,2018,40 to 44,170100
Sabah,2018,45 to 49,135800
Sabah,2018,50 to 54,108200
Sabah,2018,55 to 59,71300
Sabah,2018,60 to 64,33200
Sabah,2019,15 to 19,179100
Sabah,2019,20 to 24,380400
Sabah,2019,25 to 29,414500
Sabah,2019,30 to 34,288900
Sabah,2019,35 to 39,235100
Sabah,2019,40 to 44,171900
Sabah,2019,45 to 49,136500
Sabah,2019,50 to 54,108400
Sabah,2019,55 to 59,76300
Sabah,2019,60 to 64,34500
Sabah,2020,15 to 19,153900
Sabah,2020,20 to 24,353600
Sabah,2020,25 to 29,421100
Sabah,2020,30 to 34,297800
Sabah,2020,35 to 39,254700
Sabah,2020,40 to 44,176400
Sabah,2020,45 to 49,141300
Sabah,2020,50 to 54,113100
Sabah,2020,55 to 59,74800
Sabah,2020,60 to 64,45800
Sabah,2021,15 to 19,177800
Sabah,2021,20 to 24,347700
Sabah,2021,25 to 29,397600
Sabah,2021,30 to 34,285200
Sabah,2021,35 to 39,260800
Sabah,2021,40 to 44,180200
Sabah,2021,45 to 49,137100
Sabah,2021,50 to 54,106300
Sabah,2021,55 to 59,79500
Sabah,2021,60 to 64,49800
Sarawak,1982,15 to 19,81000
Sarawak,1982,20 to 24,96800
Sarawak,1982,25 to 29,79600
Sarawak,1982,30 to 34,65900
Sarawak,1982,35 to 39,55200
Sarawak,1982,40 to 44,47900
Sarawak,1982,45 to 49,36500
Sarawak,1982,50 to 54,33500
Sarawak,1982,55 to 59,23100
Sarawak,1982,60 to 64,20100
Sarawak,1983,15 to 19,89500
Sarawak,1983,20 to 24,101500
Sarawak,1983,25 to 29,82600
Sarawak,1983,30 to 34,68100
Sarawak,1983,35 to 39,57800
Sarawak,1983,40 to 44,51400
Sarawak,1983,45 to 49,38700
Sarawak,1983,50 to 54,35700
Sarawak,1983,55 to 59,24200
Sarawak,1983,60 to 64,20000
Sarawak,1984,15 to 19,100800
Sarawak,1984,20 to 24,111900
Sarawak,1984,25 to 29,86800
Sarawak,1984,30 to 34,76000
Sarawak,1984,35 to 39,62000
Sarawak,1984,40 to 44,54800
Sarawak,1984,45 to 49,42400
Sarawak,1984,50 to 54,37500
Sarawak,1984,55 to 59,24000
Sarawak,1984,60 to 64,20600
Sarawak,1985,15 to 19,102600
Sarawak,1985,20 to 24,114500
Sarawak,1985,25 to 29,91600
Sarawak,1985,30 to 34,78400
Sarawak,1985,35 to 39,64100
Sarawak,1985,40 to 44,55100
Sarawak,1985,45 to 49,43900
Sarawak,1985,50 to 54,35700
Sarawak,1985,55 to 59,27300
Sarawak,1985,60 to 64,19500
Sarawak,1986,15 to 19,111700
Sarawak,1986,20 to 24,126900
Sarawak,1986,25 to 29,92700
Sarawak,1986,30 to 34,84600
Sarawak,1986,35 to 39,66100
Sarawak,1986,40 to 44,58100
Sarawak,1986,45 to 49,45400
Sarawak,1986,50 to 54,38700
Sarawak,1986,55 to 59,29900
Sarawak,1986,60 to 64,20700
Sarawak,1987,15 to 19,118100
Sarawak,1987,20 to 24,131600
Sarawak,1987,25 to 29,102900
Sarawak,1987,30 to 34,85900
Sarawak,1987,35 to 39,74700
Sarawak,1987,40 to 44,59400
Sarawak,1987,45 to 49,51200
Sarawak,1987,50 to 54,37300
Sarawak,1987,55 to 59,31100
Sarawak,1987,60 to 64,20100
Sarawak,1988,15 to 19,119300
Sarawak,1988,20 to 24,129400
Sarawak,1988,25 to 29,104200
Sarawak,1988,30 to 34,86800
Sarawak,1988,35 to 39,71400
Sarawak,1988,40 to 44,58000
Sarawak,1988,45 to 49,52200
Sarawak,1988,50 to 54,38800
Sarawak,1988,55 to 59,31600
Sarawak,1988,60 to 64,18700
Sarawak,1989,15 to 19,123700
Sarawak,1989,20 to 24,137800
Sarawak,1989,25 to 29,112400
Sarawak,1989,30 to 34,88900
Sarawak,1989,35 to 39,80900
Sarawak,1989,40 to 44,64500
Sarawak,1989,45 to 49,55000
Sarawak,1989,50 to 54,40900
Sarawak,1989,55 to 59,34200
Sarawak,1989,60 to 64,21800
Sarawak,1990,15 to 19,121100
Sarawak,1990,20 to 24,139700
Sarawak,1990,25 to 29,117500
Sarawak,1990,30 to 34,95600
Sarawak,1990,35 to 39,83500
Sarawak,1990,40 to 44,65500
Sarawak,1990,45 to 49,55800
Sarawak,1990,50 to 54,42200
Sarawak,1990,55 to 59,31100
Sarawak,1990,60 to 64,23400
Sarawak,1992,15 to 19,101800
Sarawak,1992,20 to 24,145600
Sarawak,1992,25 to 29,120700
Sarawak,1992,30 to 34,95300
Sarawak,1992,35 to 39,83600
Sarawak,1992,40 to 44,69000
Sarawak,1992,45 to 49,55700
Sarawak,1992,50 to 54,45500
Sarawak,1992,55 to 59,30300
Sarawak,1992,60 to 64,23500
Sarawak,1993,15 to 19,100300
Sarawak,1993,20 to 24,140100
Sarawak,1993,25 to 29,126400
Sarawak,1993,30 to 34,110100
Sarawak,1993,35 to 39,95500
Sarawak,1993,40 to 44,74900
Sarawak,1993,45 to 49,61600
Sarawak,1993,50 to 54,46700
Sarawak,1993,55 to 59,31800
Sarawak,1993,60 to 64,22800
Sarawak,1995,15 to 19,88500
Sarawak,1995,20 to 24,139000
Sarawak,1995,25 to 29,127700
Sarawak,1995,30 to 34,117600
Sarawak,1995,35 to 39,98300
Sarawak,1995,40 to 44,84800
Sarawak,1995,45 to 49,65500
Sarawak,1995,50 to 54,51200
Sarawak,1995,55 to 59,31200
Sarawak,1995,60 to 64,24900
Sarawak,1996,15 to 19,88200
Sarawak,1996,20 to 24,144400
Sarawak,1996,25 to 29,137400
Sarawak,1996,30 to 34,122200
Sarawak,1996,35 to 39,107600
Sarawak,1996,40 to 44,87900
Sarawak,1996,45 to 49,69100
Sarawak,1996,50 to 54,51300
Sarawak,1996,55 to 59,35800
Sarawak,1996,60 to 64,25700
Sarawak,1997,15 to 19,78900
Sarawak,1997,20 to 24,146100
Sarawak,1997,25 to 29,137900
Sarawak,1997,30 to 34,122700
Sarawak,1997,35 to 39,106500
Sarawak,1997,40 to 44,92000
Sarawak,1997,45 to 49,70100
Sarawak,1997,50 to 54,52300
Sarawak,1997,55 to 59,35600
Sarawak,1997,60 to 64,22800
Sarawak,1998,15 to 19,74100
Sarawak,1998,20 to 24,144500
Sarawak,1998,25 to 29,138800
Sarawak,1998,30 to 34,124100
Sarawak,1998,35 to 39,109400
Sarawak,1998,40 to 44,92300
Sarawak,1998,45 to 49,72300
Sarawak,1998,50 to 54,55300
Sarawak,1998,55 to 59,33600
Sarawak,1998,60 to 64,23700
Sarawak,1999,15 to 19,76700
Sarawak,1999,20 to 24,151900
Sarawak,1999,25 to 29,146000
Sarawak,1999,30 to 34,128700
Sarawak,1999,35 to 39,115200
Sarawak,1999,40 to 44,97900
Sarawak,1999,45 to 49,73600
Sarawak,1999,50 to 54,57600
Sarawak,1999,55 to 59,34900
Sarawak,1999,60 to 64,24400
Sarawak,2000,15 to 19,74400
Sarawak,2000,20 to 24,145300
Sarawak,2000,25 to 29,131800
Sarawak,2000,30 to 34,127500
Sarawak,2000,35 to 39,116500
Sarawak,2000,40 to 44,100600
Sarawak,2000,45 to 49,85400
Sarawak,2000,50 to 54,64300
Sarawak,2000,55 to 59,40900
Sarawak,2000,60 to 64,29100
Sarawak,2001,15 to 19,73800
Sarawak,2001,20 to 24,135700
Sarawak,2001,25 to 29,134400
Sarawak,2001,30 to 34,127500
Sarawak,2001,35 to 39,120000
Sarawak,2001,40 to 44,104400
Sarawak,2001,45 to 49,85800
Sarawak,2001,50 to 54,64400
Sarawak,2001,55 to 59,43300
Sarawak,2001,60 to 64,28700
Sarawak,2002,15 to 19,64100
Sarawak,2002,20 to 24,138800
Sarawak,2002,25 to 29,135900
Sarawak,2002,30 to 34,125600
Sarawak,2002,35 to 39,121100
Sarawak,2002,40 to 44,106700
Sarawak,2002,45 to 49,123800
Sarawak,2002,50 to 54,67000
Sarawak,2002,55 to 59,44400
Sarawak,2002,60 to 64,28300
Sarawak,2003,15 to 19,62200
Sarawak,2003,20 to 24,139100
Sarawak,2003,25 to 29,136000
Sarawak,2003,30 to 34,129600
Sarawak,2003,35 to 39,125700
Sarawak,2003,40 to 44,111700
Sarawak,2003,45 to 49,93600
Sarawak,2003,50 to 54,70900
Sarawak,2003,55 to 59,46300
Sarawak,2003,60 to 64,31200
Sarawak,2004,15 to 19,56700
Sarawak,2004,20 to 24,139100
Sarawak,2004,25 to 29,138900
Sarawak,2004,30 to 34,130300
Sarawak,2004,35 to 39,127000
Sarawak,2004,40 to 44,112900
Sarawak,2004,45 to 49,96800
Sarawak,2004,50 to 54,74400
Sarawak,2004,55 to 59,47800
Sarawak,2004,60 to 64,31100
Sarawak,2005,15 to 19,45800
Sarawak,2005,20 to 24,135500
Sarawak,2005,25 to 29,140300
Sarawak,2005,30 to 34,130000
Sarawak,2005,35 to 39,127000
Sarawak,2005,40 to 44,118900
Sarawak,2005,45 to 49,99900
Sarawak,2005,50 to 54,74400
Sarawak,2005,55 to 59,48400
Sarawak,2005,60 to 64,30200
Sarawak,2006,15 to 19,49300
Sarawak,2006,20 to 24,136200
Sarawak,2006,25 to 29,140100
Sarawak,2006,30 to 34,129000
Sarawak,2006,35 to 39,124000
Sarawak,2006,40 to 44,119100
Sarawak,2006,45 to 49,100200
Sarawak,2006,50 to 54,78900
Sarawak,2006,55 to 59,50100
Sarawak,2006,60 to 64,31100
Sarawak,2007,15 to 19,50200
Sarawak,2007,20 to 24,139100
Sarawak,2007,25 to 29,145700
Sarawak,2007,30 to 34,135900
Sarawak,2007,35 to 39,130700
Sarawak,2007,40 to 44,123000
Sarawak,2007,45 to 49,105700
Sarawak,2007,50 to 54,83100
Sarawak,2007,55 to 59,51400
Sarawak,2007,60 to 64,32600
Sarawak,2008,15 to 19,51200
Sarawak,2008,20 to 24,134900
Sarawak,2008,25 to 29,145600
Sarawak,2008,30 to 34,132000
Sarawak,2008,35 to 39,127000
Sarawak,2008,40 to 44,119300
Sarawak,2008,45 to 49,102400
Sarawak,2008,50 to 54,80900
Sarawak,2008,55 to 59,49900
Sarawak,2008,60 to 64,29900
Sarawak,2009,15 to 19,49100
Sarawak,2009,20 to 24,137600
Sarawak,2009,25 to 29,153800
Sarawak,2009,30 to 34,139300
Sarawak,2009,35 to 39,131800
Sarawak,2009,40 to 44,124900
Sarawak,2009,45 to 49,109400
Sarawak,2009,50 to 54,86300
Sarawak,2009,55 to 59,57800
Sarawak,2009,60 to 64,34100
Sarawak,2010,15 to 19,59200
Sarawak,2010,20 to 24,158700
Sarawak,2010,25 to 29,169600
Sarawak,2010,30 to 34,135500
Sarawak,2010,35 to 39,136800
Sarawak,2010,40 to 44,127600
Sarawak,2010,45 to 49,114100
Sarawak,2010,50 to 54,90800
Sarawak,2010,55 to 59,63100
Sarawak,2010,60 to 64,38300
Sarawak,2011,15 to 19,56800
Sarawak,2011,20 to 24,159100
Sarawak,2011,25 to 29,179100
Sarawak,2011,30 to 34,135900
Sarawak,2011,35 to 39,137000
Sarawak,2011,40 to 44,126500
Sarawak,2011,45 to 49,117300
Sarawak,2011,50 to 54,92000
Sarawak,2011,55 to 59,62600
Sarawak,2011,60 to 64,37000
Sarawak,2012,15 to 19,65600
Sarawak,2012,20 to 24,173100
Sarawak,2012,25 to 29,184400
Sarawak,2012,30 to 34,148900
Sarawak,2012,35 to 39,137500
Sarawak,2012,40 to 44,134700
Sarawak,2012,45 to 49,121100
Sarawak,2012,50 to 54,102000
Sarawak,2012,55 to 59,74600
Sarawak,2012,60 to 64,43200
Sarawak,2013,15 to 19,56500
Sarawak,2013,20 to 24,186200
Sarawak,2013,25 to 29,202200
Sarawak,2013,30 to 34,157300
Sarawak,2013,35 to 39,141400
Sarawak,2013,40 to 44,137500
Sarawak,2013,45 to 49,126200
Sarawak,2013,50 to 54,105200
Sarawak,2013,55 to 59,78300
Sarawak,2013,60 to 64,43400
Sarawak,2014,15 to 19,63900
Sarawak,2014,20 to 24,194000
Sarawak,2014,25 to 29,205900
Sarawak,2014,30 to 34,167200
Sarawak,2014,35 to 39,139800
Sarawak,2014,40 to 44,138500
Sarawak,2014,45 to 49,125500
Sarawak,2014,50 to 54,108500
Sarawak,2014,55 to 59,80900
Sarawak,2014,60 to 64,47200
Sarawak,2015,15 to 19,52600
Sarawak,2015,20 to 24,192000
Sarawak,2015,25 to 29,206000
Sarawak,2015,30 to 34,170400
Sarawak,2015,35 to 39,138700
Sarawak,2015,40 to 44,138200
Sarawak,2015,45 to 49,127500
Sarawak,2015,50 to 54,108000
Sarawak,2015,55 to 59,78900
Sarawak,2015,60 to 64,46100
Sarawak,2016,15 to 19,55100
Sarawak,2016,20 to 24,197000
Sarawak,2016,25 to 29,211000
Sarawak,2016,30 to 34,169700
Sarawak,2016,35 to 39,139400
Sarawak,2016,40 to 44,134900
Sarawak,2016,45 to 49,125600
Sarawak,2016,50 to 54,107800
Sarawak,2016,55 to 59,77900
Sarawak,2016,60 to 64,41900
Sarawak,2017,15 to 19,52700
Sarawak,2017,20 to 24,194000
Sarawak,2017,25 to 29,219600
Sarawak,2017,30 to 34,174900
Sarawak,2017,35 to 39,149100
Sarawak,2017,40 to 44,133900
Sarawak,2017,45 to 49,126800
Sarawak,2017,50 to 54,109200
Sarawak,2017,55 to 59,83300
Sarawak,2017,60 to 64,49100
Sarawak,2018,15 to 19,53900
Sarawak,2018,20 to 24,201200
Sarawak,2018,25 to 29,228900
Sarawak,2018,30 to 34,177200
Sarawak,2018,35 to 39,151200
Sarawak,2018,40 to 44,136500
Sarawak,2018,45 to 49,126200
Sarawak,2018,50 to 54,111600
Sarawak,2018,55 to 59,81200
Sarawak,2018,60 to 64,48800
Sarawak,2019,15 to 19,57400
Sarawak,2019,20 to 24,210500
Sarawak,2019,25 to 29,232300
Sarawak,2019,30 to 34,186100
Sarawak,2019,35 to 39,152900
Sarawak,2019,40 to 44,135700
Sarawak,2019,45 to 49,126700
Sarawak,2019,50 to 54,111700
Sarawak,2019,55 to 59,85900
Sarawak,2019,60 to 64,47700
Sarawak,2020,15 to 19,43000
Sarawak,2020,20 to 24,195000
Sarawak,2020,25 to 29,234000
Sarawak,2020,30 to 34,185500
Sarawak,2020,35 to 39,156700
Sarawak,2020,40 to 44,131100
Sarawak,2020,45 to 49,125400
Sarawak,2020,50 to 54,113000
Sarawak,2020,55 to 59,87100
Sarawak,2020,60 to 64,48500
Sarawak,2021,15 to 19,39700
Sarawak,2021,20 to 24,183600
Sarawak,2021,25 to 29,237400
Sarawak,2021,30 to 34,199200
Sarawak,2021,35 to 39,165300
Sarawak,2021,40 to 44,136300
Sarawak,2021,45 to 49,125700
Sarawak,2021,50 to 54,112100
Sarawak,2021,55 to 59,84800
Sarawak,2021,60 to 64,54700
W.P. Kuala Lumpur,1982,15 to 19,57900
W.P. Kuala Lumpur,1982,20 to 24,116200
W.P. Kuala Lumpur,1982,25 to 29,95000
W.P. Kuala Lumpur,1982,30 to 34,68600
W.P. Kuala Lumpur,1982,35 to 39,43600
W.P. Kuala Lumpur,1982,40 to 44,36000
W.P. Kuala Lumpur,1982,45 to 49,23800
W.P. Kuala Lumpur,1982,50 to 54,16700
W.P. Kuala Lumpur,1982,55 to 59,9300
W.P. Kuala Lumpur,1982,60 to 64,5400
W.P. Kuala Lumpur,1983,15 to 19,49200
W.P. Kuala Lumpur,1983,20 to 24,112200
W.P. Kuala Lumpur,1983,25 to 29,86600
W.P. Kuala Lumpur,1983,30 to 34,63200
W.P. Kuala Lumpur,1983,35 to 39,42400
W.P. Kuala Lumpur,1983,40 to 44,32200
W.P. Kuala Lumpur,1983,45 to 49,22000
W.P. Kuala Lumpur,1983,50 to 54,17000
W.P. Kuala Lumpur,1983,55 to 59,9700
W.P. Kuala Lumpur,1983,60 to 64,5200
W.P. Kuala Lumpur,1984,15 to 19,49800
W.P. Kuala Lumpur,1984,20 to 24,120900
W.P. Kuala Lumpur,1984,25 to 29,104600
W.P. Kuala Lumpur,1984,30 to 34,73500
W.P. Kuala Lumpur,1984,35 to 39,53600
W.P. Kuala Lumpur,1984,40 to 44,40100
W.P. Kuala Lumpur,1984,45 to 49,30000
W.P. Kuala Lumpur,1984,50 to 54,17300
W.P. Kuala Lumpur,1984,55 to 59,10300
W.P. Kuala Lumpur,1984,60 to 64,4500
W.P. Kuala Lumpur,1985,15 to 19,46100
W.P. Kuala Lumpur,1985,20 to 24,123600
W.P. Kuala Lumpur,1985,25 to 29,104500
W.P. Kuala Lumpur,1985,30 to 34,74600
W.P. Kuala Lumpur,1985,35 to 39,59600
W.P. Kuala Lumpur,1985,40 to 44,36900
W.P. Kuala Lumpur,1985,45 to 49,31100
W.P. Kuala Lumpur,1985,50 to 54,17600
W.P. Kuala Lumpur,1985,55 to 59,11700
W.P. Kuala Lumpur,1985,60 to 64,3900
W.P. Kuala Lumpur,1986,15 to 19,40900
W.P. Kuala Lumpur,1986,20 to 24,113100
W.P. Kuala Lumpur,1986,25 to 29,102600
W.P. Kuala Lumpur,1986,30 to 34,69800
W.P. Kuala Lumpur,1986,35 to 39,53300
W.P. Kuala Lumpur,1986,40 to 44,37800
W.P. Kuala Lumpur,1986,45 to 49,29900
W.P. Kuala Lumpur,1986,50 to 54,18700
W.P. Kuala Lumpur,1986,55 to 59,10100
W.P. Kuala Lumpur,1986,60 to 64,5300
W.P. Kuala Lumpur,1987,15 to 19,36500
W.P. Kuala Lumpur,1987,20 to 24,109000
W.P. Kuala Lumpur,1987,25 to 29,104900
W.P. Kuala Lumpur,1987,30 to 34,74800
W.P. Kuala Lumpur,1987,35 to 39,58700
W.P. Kuala Lumpur,1987,40 to 44,37600
W.P. Kuala Lumpur,1987,45 to 49,30200
W.P. Kuala Lumpur,1987,50 to 54,18400
W.P. Kuala Lumpur,1987,55 to 59,9100
W.P. Kuala Lumpur,1987,60 to 64,6200
W.P. Kuala Lumpur,1988,15 to 19,34000
W.P. Kuala Lumpur,1988,20 to 24,110000
W.P. Kuala Lumpur,1988,25 to 29,106200
W.P. Kuala Lumpur,1988,30 to 34,81000
W.P. Kuala Lumpur,1988,35 to 39,62800
W.P. Kuala Lumpur,1988,40 to 44,39500
W.P. Kuala Lumpur,1988,45 to 49,30600
W.P. Kuala Lumpur,1988,50 to 54,20100
W.P. Kuala Lumpur,1988,55 to 59,10100
W.P. Kuala Lumpur,1988,60 to 64,4500
W.P. Kuala Lumpur,1989,15 to 19,35300
W.P. Kuala Lumpur,1989,20 to 24,108100
W.P. Kuala Lumpur,1989,25 to 29,113200
W.P. Kuala Lumpur,1989,30 to 34,86400
W.P. Kuala Lumpur,1989,35 to 39,63200
W.P. Kuala Lumpur,1989,40 to 44,47000
W.P. Kuala Lumpur,1989,45 to 49,33100
W.P. Kuala Lumpur,1989,50 to 54,23300
W.P. Kuala Lumpur,1989,55 to 59,9900
W.P. Kuala Lumpur,1989,60 to 64,4800
W.P. Kuala Lumpur,1990,15 to 19,36500
W.P. Kuala Lumpur,1990,20 to 24,99500
W.P. Kuala Lumpur,1990,25 to 29,107500
W.P. Kuala Lumpur,1990,30 to 34,81900
W.P. Kuala Lumpur,1990,35 to 39,56100
W.P. Kuala Lumpur,1990,40 to 44,48800
W.P. Kuala Lumpur,1990,45 to 49,31200
W.P. Kuala Lumpur,1990,50 to 54,25400
W.P. Kuala Lumpur,1990,55 to 59,11800
W.P. Kuala Lumpur,1990,60 to 64,5300
W.P. Kuala Lumpur,1992,15 to 19,39900
W.P. Kuala Lumpur,1992,20 to 24,118500
W.P. Kuala Lumpur,1992,25 to 29,118900
W.P. Kuala Lumpur,1992,30 to 34,90800
W.P. Kuala Lumpur,1992,35 to 39,72600
W.P. Kuala Lumpur,1992,40 to 44,54300
W.P. Kuala Lumpur,1992,45 to 49,33400
W.P. Kuala Lumpur,1992,50 to 54,24600
W.P. Kuala Lumpur,1992,55 to 59,11600
W.P. Kuala Lumpur,1992,60 to 64,5100
W.P. Kuala Lumpur,1993,15 to 19,41000
W.P. Kuala Lumpur,1993,20 to 24,112600
W.P. Kuala Lumpur,1993,25 to 29,110700
W.P. Kuala Lumpur,1993,30 to 34,104800
W.P. Kuala Lumpur,1993,35 to 39,85800
W.P. Kuala Lumpur,1993,40 to 44,51500
W.P. Kuala Lumpur,1993,45 to 49,38900
W.P. Kuala Lumpur,1993,50 to 54,33000
W.P. Kuala Lumpur,1993,55 to 59,16400
W.P. Kuala Lumpur,1993,60 to 64,3900
W.P. Kuala Lumpur,1995,15 to 19,30100
W.P. Kuala Lumpur,1995,20 to 24,112300
W.P. Kuala Lumpur,1995,25 to 29,112300
W.P. Kuala Lumpur,1995,30 to 34,101100
W.P. Kuala Lumpur,1995,35 to 39,77800
W.P. Kuala Lumpur,1995,40 to 44,67700
W.P. Kuala Lumpur,1995,45 to 49,46900
W.P. Kuala Lumpur,1995,50 to 54,30100
W.P. Kuala Lumpur,1995,55 to 59,14400
W.P. Kuala Lumpur,1995,60 to 64,5900
W.P. Kuala Lumpur,1996,15 to 19,40800
W.P. Kuala Lumpur,1996,20 to 24,137300
W.P. Kuala Lumpur,1996,25 to 29,126100
W.P. Kuala Lumpur,1996,30 to 34,111100
W.P. Kuala Lumpur,1996,35 to 39,95500
W.P. Kuala Lumpur,1996,40 to 44,78600
W.P. Kuala Lumpur,1996,45 to 49,59900
W.P. Kuala Lumpur,1996,50 to 54,33000
W.P. Kuala Lumpur,1996,55 to 59,18700
W.P. Kuala Lumpur,1996,60 to 64,9700
W.P. Kuala Lumpur,1997,15 to 19,34600
W.P. Kuala Lumpur,1997,20 to 24,130400
W.P. Kuala Lumpur,1997,25 to 29,130900
W.P. Kuala Lumpur,1997,30 to 34,109800
W.P. Kuala Lumpur,1997,35 to 39,96300
W.P. Kuala Lumpur,1997,40 to 44,81200
W.P. Kuala Lumpur,1997,45 to 49,51700
W.P. Kuala Lumpur,1997,50 to 54,38000
W.P. Kuala Lumpur,1997,55 to 59,19200
W.P. Kuala Lumpur,1997,60 to 64,8600
W.P. Kuala Lumpur,1998,15 to 19,25500
W.P. Kuala Lumpur,1998,20 to 24,116400
W.P. Kuala Lumpur,1998,25 to 29,143000
W.P. Kuala Lumpur,1998,30 to 34,115600
W.P. Kuala Lumpur,1998,35 to 39,95200
W.P. Kuala Lumpur,1998,40 to 44,71700
W.P. Kuala Lumpur,1998,45 to 49,56400
W.P. Kuala Lumpur,1998,50 to 54,35000
